Open time,Open,High,Low,Close,Volume
1685752620000,27199.38,27199.39,27199.38,27199.38,0.02089
1685752980000,27180.79,27180.79,27180.78,27180.78,0.01927
1685753340000,27169.59,27169.6,27169.59,27169.59,0.17317
1685753700000,27152.2,27152.21,27152.2,27152.2,0.11486
1685754060000,27159.4,27159.41,27159.4,27159.41,0.47714
1685754420000,27164.5,27164.51,27164.5,27164.5,1.96575
